level,trim_-6.0,trim_-5.0,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
0.5,-144,-125,-104,-92,-81,-68,-55,-42,-29,-14,0,15,30,45,60
0.51,-144.5,-125.4,-104.1,-92.1,-81,-68,-55.1,-42.1,-29.1,-14.1,0,15,30,45,60
0.52,-145,-125.8,-104.2,-92.2,-81,-68,-55.2,-42.2,-29.2,-14.2,0,15,30,45,60
0.53,-145.5,-126.2,-104.3,-92.3,-81,-68,-55.3,-42.3,-29.3,-14.3,0,15,30,45,60
0.54,-146,-126.6,-104.4,-92.4,-81,-68,-55.4,-42.4,-29.4,-14.4,0,15,30,45,60
0.55,-146.5,-127,-104.5,-92.5,-81,-68,-55.5,-42.5,-29.5,-14.5,0,15,30,45,60
0.56,-147,-127.4,-104.6,-92.6,-81,-68,-55.6,-42.6,-29.6,-14.6,0,15,30,45,60
0.57,-147.5,-127.8,-104.7,-92.7,-81,-68,-55.7,-42.7,-29.7,-14.7,0,15,30,45,60
0.58,-148,-128.2,-104.8,-92.8,-81,-68,-55.8,-42.8,-29.8,-14.8,0,15,30,45,60
0.59,-148.5,-128.6,-104.9,-92.9,-81,-68,-55.9,-42.9,-29.9,-14.9,0,15,30,45,60
0.6,-149,-129,-105,-93,-81,-68,-56,-43,-30,-15,0,15,30,45,60
0.61,-149.4,-129.25,-105.2,-93.15,-81.15,-68.1,-56.05,-43,-29.95,-14.95,0,14.95,29.9,44.9,59.9
0.62,-149.8,-129.5,-105.4,-93.3,-81.3,-68.2,-56.1,-43,-29.9,-14.9,0,14.9,29.8,44.8,59.8
0.63,-150.2,-129.75,-105.6,-93.45,-81.45,-68.3,-56.15,-43,-29.85,-14.85,0,14.85,29.7,44.7,59.7
0.64,-150.6,-130,-105.8,-93.6,-81.6,-68.4,-56.2,-43,-29.8,-14.8,0,14.8,29.6,44.6,59.6
0.65,-151,-130.25,-106,-93.75,-81.75,-68.5,-56.25,-43,-29.75,-14.75,0,14.75,29.5,44.5,59.5
0.66,-151.4,-130.5,-106.2,-93.9,-81.9,-68.6,-56.3,-43,-29.7,-14.7,0,14.7,29.4,44.4,59.4
0.67,-151.8,-130.75,-106.4,-94.05,-82.05,-68.7,-56.35,-43,-29.65,-14.65,0,14.65,29.3,44.3,59.3
0.68,-152.2,-131,-106.6,-94.2,-82.2,-68.8,-56.4,-43,-29.6,-14.6,0,14.6,29.2,44.2,59.2
0.69,-152.6,-131.25,-106.8,-94.35,-82.35,-68.9,-56.45,-43,-29.55,-14.55,0,14.55,29.1,44.1,59.1
0.7,-153,-131.5,-107,-94.5,-82.5,-69,-56.5,-43,-29.5,-14.5,0,14.5,29,44,59
0.71,-153.4,-131.75,-107.2,-94.65,-82.65,-69.1,-56.55,-43,-29.45,-14.45,0,14.45,28.9,43.9,58.9
0.72,-153.8,-132,-107.4,-94.8,-82.8,-69.2,-56.6,-43,-29.4,-14.4,0,14.4,28.8,43.8,58.8
0.73,-154.2,-132.25,-107.6,-94.95,-82.95,-69.3,-56.65,-43,-29.35,-14.35,0,14.35,28.7,43.7,58.7
0.74,-154.6,-132.5,-107.8,-95.1,-83.1,-69.4,-56.7,-43,-29.3,-14.3,0,14.3,28.6,43.6,58.6
0.75,-155,-132.75,-108,-95.25,-83.25,-69.5,-56.75,-43,-29.25,-14.25,0,14.25,28.5,43.5,58.5
0.76,-155.4,-133,-108.2,-95.4,-83.4,-69.6,-56.8,-43,-29.2,-14.2,0,14.2,28.4,43.4,58.4
0.77,-155.8,-133.25,-108.4,-95.55,-83.55,-69.7,-56.85,-43,-29.15,-14.15,0,14.15,28.3,43.3,58.3
0.78,-156.2,-133.5,-108.6,-95.7,-83.7,-69.8,-56.9,-43,-29.1,-14.1,0,14.1,28.2,43.2,58.2
0.79,-156.6,-133.75,-108.8,-95.85,-83.85,-69.9,-56.95,-43,-29.05,-14.05,0,14.05,28.1,43.1,58.1
0.8,-157,-134,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28,43,58
0.81,-157.2,-134.1,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.1,43.1,58
0.82,-157.4,-134.2,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.2,43.2,58
0.83,-157.6,-134.3,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.3,43.3,58
0.84,-157.8,-134.4,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.4,43.4,58
0.85,-158,-134.5,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.5,43.5,58
0.86,-158.2,-134.6,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.6,43.6,58
0.87,-158.4,-134.7,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.7,43.7,58
0.88,-158.6,-134.8,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.8,43.8,58
0.89,-158.8,-134.9,-109,-96,-84,-70,-57,-43,-29,-14,0,14,28.9,43.9,58
0.9,-159,-135,-109,-96,-84,-70,-57,-43,-29,-14,0,14,29,44,58
0.91,-159.1,-135.1,-109,-96,-83.9,-70,-57,-43.1,-29.1,-14.1,0,14,28.9,43.9,58
0.92,-159.2,-135.2,-109,-96,-83.8,-70,-57,-43.2,-29.2,-14.2,0,14,28.8,43.8,58
0.93,-159.3,-135.3,-109,-96,-83.7,-70,-57,-43.3,-29.3,-14.3,0,14,28.7,43.7,58
0.94,-159.4,-135.4,-109,-96,-83.6,-70,-57,-43.4,-29.4,-14.4,0,14,28.6,43.6,58
0.95,-159.5,-135.5,-109,-96,-83.5,-70,-57,-43.5,-29.5,-14.5,0,14,28.5,43.5,58
0.96,-159.6,-135.6,-109,-96,-83.4,-70,-57,-43.6,-29.6,-14.6,0,14,28.4,43.4,58
0.97,-159.7,-135.7,-109,-96,-83.3,-70,-57,-43.7,-29.7,-14.7,0,14,28.3,43.3,58
0.98,-159.8,-135.8,-109,-96,-83.2,-70,-57,-43.8,-29.8,-14.8,0,14,28.2,43.2,58
0.99,-159.9,-135.9,-109,-96,-83.1,-70,-57,-43.9,-29.9,-14.9,0,14,28.1,43.1,58
1,-160,-136,-109,-96,-83,-70,-57,-44,-30,-15,0,14,28,43,58
1.01,-160.1,-136.1,-109.2,-96.2,-83.2,-70.2,-57.1,-44,-30,-15,0,14,28,43,58
1.02,-160.2,-136.2,-109.4,-96.4,-83.4,-70.4,-57.2,-44,-30,-15,0,14,28,43,58
1.03,-160.3,-136.3,-109.6,-96.6,-83.6,-70.6,-57.3,-44,-30,-15,0,14,28,43,58
1.04,-160.4,-136.4,-109.8,-96.8,-83.8,-70.8,-57.4,-44,-30,-15,0,14,28,43,58
1.05,-160.5,-136.5,-110,-97,-84,-71,-57.5,-44,-30,-15,0,14,28,43,58
1.06,-160.6,-136.6,-110.2,-97.2,-84.2,-71.2,-57.6,-44,-30,-15,0,14,28,43,58
1.07,-160.7,-136.7,-110.4,-97.4,-84.4,-71.4,-57.7,-44,-30,-15,0,14,28,43,58
1.08,-160.8,-136.8,-110.6,-97.6,-84.6,-71.6,-57.8,-44,-30,-15,0,14,28,43,58
1.09,-160.9,-136.9,-110.8,-97.8,-84.8,-71.8,-57.9,-44,-30,-15,0,14,28,43,58
1.1,-161,-137,-111,-98,-85,-72,-58,-44,-30,-15,0,14,28,43,58
1.11,-161.1,-136.9,-111,-98,-84.9,-71.8,-57.9,-43.9,-29.9,-14.9,0,14,28.1,43.1,58
1.12,-161.2,-136.8,-111,-98,-84.8,-71.6,-57.8,-43.8,-29.8,-14.8,0,14,28.2,43.2,58
1.13,-161.3,-136.7,-111,-98,-84.7,-71.4,-57.7,-43.7,-29.7,-14.7,0,14,28.3,43.3,58
1.14,-161.4,-136.6,-111,-98,-84.6,-71.2,-57.6,-43.6,-29.6,-14.6,0,14,28.4,43.4,58
1.15,-161.5,-136.5,-111,-98,-84.5,-71,-57.5,-43.5,-29.5,-14.5,0,14,28.5,43.5,58
1.16,-161.6,-136.4,-111,-98,-84.4,-70.8,-57.4,-43.4,-29.4,-14.4,0,14,28.6,43.6,58
1.17,-161.7,-136.3,-111,-98,-84.3,-70.6,-57.3,-43.3,-29.3,-14.3,0,14,28.7,43.7,58
1.18,-161.8,-136.2,-111,-98,-84.2,-70.4,-57.2,-43.2,-29.2,-14.2,0,14,28.8,43.8,58
1.19,-161.9,-136.1,-111,-98,-84.1,-70.2,-57.1,-43.1,-29.1,-14.1,0,14,28.9,43.9,58
1.2,-162,-136,-111,-98,-84,-70,-57,-43,-29,-14,0,14,29,44,58
1.21,-162.0666667,-136.0666667,-111,-98,-84.03333333,-70.03333333,-57,-43,-29,-14,0,14,28.96666667,43.96666667,58
1.22,-162.1333333,-136.1333333,-111,-98,-84.06666667,-70.06666667,-57,-43,-29,-14,0,14,28.93333333,43.93333333,58
1.23,-162.2,-136.2,-111,-98,-84.1,-70.1,-57,-43,-29,-14,0,14,28.9,43.9,58
1.24,-162.2666667,-136.2666667,-111,-98,-84.13333333,-70.13333333,-57,-43,-29,-14,0,14,28.86666667,43.86666667,58
1.25,-162.3333333,-136.3333333,-111,-98,-84.16666667,-70.16666667,-57,-43,-29,-14,0,14,28.83333333,43.83333333,58
1.26,-162.4,-136.4,-111,-98,-84.2,-70.2,-57,-43,-29,-14,0,14,28.8,43.8,58
1.27,-162.4666667,-136.4666667,-111,-98,-84.23333333,-70.23333333,-57,-43,-29,-14,0,14,28.76666667,43.76666667,58
1.28,-162.5333333,-136.5333333,-111,-98,-84.26666667,-70.26666667,-57,-43,-29,-14,0,14,28.73333333,43.73333333,58
1.29,-162.6,-136.6,-111,-98,-84.3,-70.3,-57,-43,-29,-14,0,14,28.7,43.7,58
1.3,-162.6666667,-136.6666667,-111,-98,-84.33333333,-70.33333333,-57,-43,-29,-14,0,14,28.66666667,43.66666667,58
1.31,-162.7333333,-136.7333333,-111,-98,-84.36666667,-70.36666667,-57,-43,-29,-14,0,14,28.63333333,43.63333333,58
1.32,-162.8,-136.8,-111,-98,-84.4,-70.4,-57,-43,-29,-14,0,14,28.6,43.6,58
1.33,-162.8666667,-136.8666667,-111,-98,-84.43333333,-70.43333333,-57,-43,-29,-14,0,14,28.56666667,43.56666667,58
1.34,-162.9333333,-136.9333333,-111,-98,-84.46666667,-70.46666667,-57,-43,-29,-14,0,14,28.53333333,43.53333333,58
1.35,-163,-137,-111,-98,-84.5,-70.5,-57,-43,-29,-14,0,14,28.5,43.5,58
1.36,-163.0666667,-137.0666667,-111,-98,-84.53333333,-70.53333333,-57,-43,-29,-14,0,14,28.46666667,43.46666667,58
1.37,-163.1333333,-137.1333333,-111,-98,-84.56666667,-70.56666667,-57,-43,-29,-14,0,14,28.43333333,43.43333333,58
1.38,-163.2,-137.2,-111,-98,-84.6,-70.6,-57,-43,-29,-14,0,14,28.4,43.4,58
1.39,-163.2666667,-137.2666667,-111,-98,-84.63333333,-70.63333333,-57,-43,-29,-14,0,14,28.36666667,43.36666667,58
1.4,-163.3333333,-137.3333333,-111,-98,-84.66666667,-70.66666667,-57,-43,-29,-14,0,14,28.33333333,43.33333333,58
1.41,-163.4,-137.4,-111,-98,-84.7,-70.7,-57,-43,-29,-14,0,14,28.3,43.3,58
1.42,-163.4666667,-137.4666667,-111,-98,-84.73333333,-70.73333333,-57,-43,-29,-14,0,14,28.26666667,43.26666667,58
1.43,-163.5333333,-137.5333333,-111,-98,-84.76666667,-70.76666667,-57,-43,-29,-14,0,14,28.23333333,43.23333333,58
1.44,-163.6,-137.6,-111,-98,-84.8,-70.8,-57,-43,-29,-14,0,14,28.2,43.2,58
1.45,-163.6666667,-137.6666667,-111,-98,-84.83333333,-70.83333333,-57,-43,-29,-14,0,14,28.16666667,43.16666667,58
1.46,-163.7333333,-137.7333333,-111,-98,-84.86666667,-70.86666667,-57,-43,-29,-14,0,14,28.13333333,43.13333333,58
1.47,-163.8,-137.8,-111,-98,-84.9,-70.9,-57,-43,-29,-14,0,14,28.1,43.1,58
1.48,-163.8666667,-137.8666667,-111,-98,-84.93333333,-70.93333333,-57,-43,-29,-14,0,14,28.06666667,43.06666667,58
1.49,-163.9333333,-137.9333333,-111,-98,-84.96666667,-70.96666667,-57,-43,-29,-14,0,14,28.03333333,43.03333333,58
1.5,-164,-138,-111,-98,-85,-71,-57,-43,-29,-14,0,14,28,43,58
1.51,-164.04,-138.04,-111.04,-98.02,-85,-71,-57,-43,-29,-14,0,14,28,42.98,57.98
1.52,-164.08,-138.08,-111.08,-98.04,-85,-71,-57,-43,-29,-14,0,14,28,42.96,57.96
1.53,-164.12,-138.12,-111.12,-98.06,-85,-71,-57,-43,-29,-14,0,14,28,42.94,57.94
1.54,-164.16,-138.16,-111.16,-98.08,-85,-71,-57,-43,-29,-14,0,14,28,42.92,57.92
1.55,-164.2,-138.2,-111.2,-98.1,-85,-71,-57,-43,-29,-14,0,14,28,42.9,57.9
1.56,-164.24,-138.24,-111.24,-98.12,-85,-71,-57,-43,-29,-14,0,14,28,42.88,57.88
1.57,-164.28,-138.28,-111.28,-98.14,-85,-71,-57,-43,-29,-14,0,14,28,42.86,57.86
1.58,-164.32,-138.32,-111.32,-98.16,-85,-71,-57,-43,-29,-14,0,14,28,42.84,57.84
1.59,-164.36,-138.36,-111.36,-98.18,-85,-71,-57,-43,-29,-14,0,14,28,42.82,57.82
1.6,-164.4,-138.4,-111.4,-98.2,-85,-71,-57,-43,-29,-14,0,14,28,42.8,57.8
1.61,-164.44,-138.44,-111.44,-98.22,-85,-71,-57,-43,-29,-14,0,14,28,42.78,57.78
1.62,-164.48,-138.48,-111.48,-98.24,-85,-71,-57,-43,-29,-14,0,14,28,42.76,57.76
1.63,-164.52,-138.52,-111.52,-98.26,-85,-71,-57,-43,-29,-14,0,14,28,42.74,57.74
1.64,-164.56,-138.56,-111.56,-98.28,-85,-71,-57,-43,-29,-14,0,14,28,42.72,57.72
1.65,-164.6,-138.6,-111.6,-98.3,-85,-71,-57,-43,-29,-14,0,14,28,42.7,57.7
1.66,-164.64,-138.64,-111.64,-98.32,-85,-71,-57,-43,-29,-14,0,14,28,42.68,57.68
1.67,-164.68,-138.68,-111.68,-98.34,-85,-71,-57,-43,-29,-14,0,14,28,42.66,57.66
1.68,-164.72,-138.72,-111.72,-98.36,-85,-71,-57,-43,-29,-14,0,14,28,42.64,57.64
1.69,-164.76,-138.76,-111.76,-98.38,-85,-71,-57,-43,-29,-14,0,14,28,42.62,57.62
1.7,-164.8,-138.8,-111.8,-98.4,-85,-71,-57,-43,-29,-14,0,14,28,42.6,57.6
1.71,-164.84,-138.84,-111.84,-98.42,-85,-71,-57,-43,-29,-14,0,14,28,42.58,57.58
1.72,-164.88,-138.88,-111.88,-98.44,-85,-71,-57,-43,-29,-14,0,14,28,42.56,57.56
1.73,-164.92,-138.92,-111.92,-98.46,-85,-71,-57,-43,-29,-14,0,14,28,42.54,57.54
1.74,-164.96,-138.96,-111.96,-98.48,-85,-71,-57,-43,-29,-14,0,14,28,42.52,57.52
1.75,-165,-139,-112,-98.5,-85,-71,-57,-43,-29,-14,0,14,28,42.5,57.5
1.76,-165.04,-139.04,-112.04,-98.52,-85,-71,-57,-43,-29,-14,0,14,28,42.48,57.48
1.77,-165.08,-139.08,-112.08,-98.54,-85,-71,-57,-43,-29,-14,0,14,28,42.46,57.46
1.78,-165.12,-139.12,-112.12,-98.56,-85,-71,-57,-43,-29,-14,0,14,28,42.44,57.44
1.79,-165.16,-139.16,-112.16,-98.58,-85,-71,-57,-43,-29,-14,0,14,28,42.42,57.42
1.8,-165.2,-139.2,-112.2,-98.6,-85,-71,-57,-43,-29,-14,0,14,28,42.4,57.4
1.81,-165.24,-139.24,-112.24,-98.62,-85,-71,-57,-43,-29,-14,0,14,28,42.38,57.38
1.82,-165.28,-139.28,-112.28,-98.64,-85,-71,-57,-43,-29,-14,0,14,28,42.36,57.36
1.83,-165.32,-139.32,-112.32,-98.66,-85,-71,-57,-43,-29,-14,0,14,28,42.34,57.34
1.84,-165.36,-139.36,-112.36,-98.68,-85,-71,-57,-43,-29,-14,0,14,28,42.32,57.32
1.85,-165.4,-139.4,-112.4,-98.7,-85,-71,-57,-43,-29,-14,0,14,28,42.3,57.3
1.86,-165.44,-139.44,-112.44,-98.72,-85,-71,-57,-43,-29,-14,0,14,28,42.28,57.28
1.87,-165.48,-139.48,-112.48,-98.74,-85,-71,-57,-43,-29,-14,0,14,28,42.26,57.26
1.88,-165.52,-139.52,-112.52,-98.76,-85,-71,-57,-43,-29,-14,0,14,28,42.24,57.24
1.89,-165.56,-139.56,-112.56,-98.78,-85,-71,-57,-43,-29,-14,0,14,28,42.22,57.22
1.9,-165.6,-139.6,-112.6,-98.8,-85,-71,-57,-43,-29,-14,0,14,28,42.2,57.2
1.91,-165.64,-139.64,-112.64,-98.82,-85,-71,-57,-43,-29,-14,0,14,28,42.18,57.18
1.92,-165.68,-139.68,-112.68,-98.84,-85,-71,-57,-43,-29,-14,0,14,28,42.16,57.16
1.93,-165.72,-139.72,-112.72,-98.86,-85,-71,-57,-43,-29,-14,0,14,28,42.14,57.14
1.94,-165.76,-139.76,-112.76,-98.88,-85,-71,-57,-43,-29,-14,0,14,28,42.12,57.12
1.95,-165.8,-139.8,-112.8,-98.9,-85,-71,-57,-43,-29,-14,0,14,28,42.1,57.1
1.96,-165.84,-139.84,-112.84,-98.92,-85,-71,-57,-43,-29,-14,0,14,28,42.08,57.08
1.97,-165.88,-139.88,-112.88,-98.94,-85,-71,-57,-43,-29,-14,0,14,28,42.06,57.06
1.98,-165.92,-139.92,-112.92,-98.96,-85,-71,-57,-43,-29,-14,0,14,28,42.04,57.04
1.99,-165.96,-139.96,-112.96,-98.98,-85,-71,-57,-43,-29,-14,0,14,28,42.02,57.02
2,-166,-140,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.01,-166.08,-140.04,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.02,-166.16,-140.08,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.03,-166.24,-140.12,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.04,-166.32,-140.16,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.05,-166.4,-140.2,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.06,-166.48,-140.24,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.07,-166.56,-140.28,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.08,-166.64,-140.32,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.09,-166.72,-140.36,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.1,-166.8,-140.4,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.11,-166.88,-140.44,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.12,-166.96,-140.48,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.13,-167.04,-140.52,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.14,-167.12,-140.56,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.15,-167.2,-140.6,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.16,-167.28,-140.64,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.17,-167.36,-140.68,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.18,-167.44,-140.72,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.19,-167.52,-140.76,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.2,-167.6,-140.8,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.21,-167.68,-140.84,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.22,-167.76,-140.88,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.23,-167.84,-140.92,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.24,-167.92,-140.96,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.25,-168,-141,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.26,-168.08,-141.04,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.27,-168.16,-141.08,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.28,-168.24,-141.12,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.29,-168.32,-141.16,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.3,-168.4,-141.2,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.31,-168.48,-141.24,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.32,-168.56,-141.28,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.33,-168.64,-141.32,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.34,-168.72,-141.36,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.35,-168.8,-141.4,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.36,-168.88,-141.44,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
2.37,-168.96,-141.48,-113,-99,-85,-71,-57,-43,-29,-14,0,14,28,42,57
